donor_id,gender,age,income_bracket,employment_status,signup_channel,home_center_id,distance_to_center_km,first_donation_date
466,F,29,<30k,student,referral,1,18.48,2024-09-09
467,F,61,<30k,employed,online,11,13.16,2023-01-12
468,M,44,30-60k,unemployed,walk-in,30,3.38,2024-03-19
469,F,50,60-100k,student,online,37,6.3,2023-08-25
470,F,37,60-100k,employed,referral,32,14.44,2024-08-10
471,M,27,<30k,employed,online,2,8.08,2024-09-27
472,F,44,60-100k,student,online,15,9.58,2023-10-07
473,M,63,<30k,unemployed,online,12,15.97,2024-03-29
474,F,53,60-100k,student,referral,25,15.34,2023-10-21
475,M,49,60-100k,employed,referral,21,5.52,2024-04-06
476,M,31,60-100k,employed,walk-in,14,7.81,2024-01-07
477,F,31,<30k,employed,walk-in,17,20.23,2024-05-22
478,M,25,<30k,employed,online,11,9.88,2024-07-19
479,M,46,<30k,employed,referral,3,5.21,2024-12-06
480,F,23,30-60k,unemployed,online,35,16.75,2023-12-30
481,F,62,30-60k,student,online,19,14.13,2023-07-07
482,F,45,30-60k,unemployed,referral,19,21.51,2023-07-19
483,Other,65,30-60k,employed,online,9,9.66,2024-10-27
484,M,28,<30k,employed,walk-in,38,3.75,2023-08-08
485,F,57,30-60k,employed,referral,7,5.41,2024-10-27
486,F,29,30-60k,retired,online,24,13.07,2024-09-25
487,M,58,30-60k,employed,walk-in,26,9.6,2024-06-24
488,M,53,<30k,employed,online,3,0.85,2023-03-20
489,M,42,30-60k,employed,walk-in,38,4.64,2023-08-05
490,F,39,<30k,employed,online,7,3.41,2024-11-03
491,M,51,<30k,unemployed,walk-in,4,8.76,2024-04-22
492,M,52,<30k,employed,online,27,3.09,2024-02-17
493,M,64,100k+,employed,walk-in,39,10.33,2023-02-08
494,F,47,<30k,employed,walk-in,30,2.19,2023-09-10
495,M,43,100k+,employed,walk-in,8,3.36,2023-01-19
496,F,48,100k+,employed,referral,10,4.69,2024-11-22
497,M,61,<30k,unemployed,referral,38,5.99,2023-12-30
498,M,28,60-100k,unemployed,online,29,7.97,2023-03-26
499,M,33,100k+,employed,online,9,14.02,2024-10-23
500,M,40,60-100k,employed,referral,39,21.43,2024-01-22
501,M,45,<30k,unemployed,online,38,2.06,2023-05-27
502,F,25,60-100k,employed,walk-in,21,8.65,2023-07-14
503,F,31,100k+,employed,online,38,5.86,2024-02-12
504,F,61,<30k,retired,referral,25,13.23,2024-02-24
505,M,60,60-100k,student,online,13,14.13,2024-10-19
506,F,45,60-100k,employed,online,40,16.12,2023-09-06
507,M,20,100k+,employed,referral,39,26.61,2023-09-26
508,M,37,<30k,student,walk-in,12,7.21,2024-12-15
509,F,56,<30k,student,referral,24,6.24,2024-07-16
510,F,39,<30k,student,online,28,24.99,2024-11-22
511,F,66,100k+,student,walk-in,40,1.38,2024-09-29
512,F,39,<30k,unemployed,online,8,20.65,2023-12-18
513,M,60,30-60k,employed,walk-in,39,2.84,2024-04-10
514,M,64,<30k,employed,walk-in,20,3.25,2024-06-16
515,F,65,<30k,employed,online,28,19.02,2024-06-20
516,M,58,30-60k,employed,walk-in,11,13.19,2023-12-21
517,M,36,60-100k,unemployed,online,35,9.15,2023-06-02
518,M,60,30-60k,employed,walk-in,23,22.99,2024-10-02
519,M,50,30-60k,employed,online,34,5.81,2023-02-14
520,F,23,60-100k,employed,online,10,1.94,2024-01-16
521,F,32,30-60k,student,online,26,8.96,2023-09-29
522,M,69,60-100k,unemployed,referral,2,4.03,2023-03-08
523,M,63,<30k,employed,online,37,13.49,2023-06-13
524,F,29,30-60k,retired,online,7,4.14,2024-05-01
525,M,46,30-60k,student,walk-in,25,1.49,2023-07-02
526,M,19,100k+,employed,walk-in,6,3.42,2023-07-11
527,F,39,30-60k,employed,online,16,6.14,2023-12-27
528,M,42,30-60k,student,online,19,7.56,2023-05-24
529,F,57,60-100k,employed,walk-in,19,11.65,2024-12-03
530,F,24,100k+,student,online,24,6.04,2023-11-27
531,F,68,30-60k,employed,online,14,7.39,2024-11-18
532,M,56,60-100k,student,referral,32,13.11,2024-10-30
533,F,21,60-100k,unemployed,online,7,12.75,2024-12-31
534,M,24,30-60k,employed,referral,33,12.86,2024-01-18
535,M,65,60-100k,student,walk-in,35,3.96,2024-03-22
536,F,48,<30k,employed,online,18,15.92,2024-08-04
537,M,67,60-100k,employed,online,13,6.98,2024-05-02
538,M,49,100k+,retired,online,34,2.08,2023-04-08
539,M,24,100k+,employed,walk-in,38,2.4,2023-12-13
540,M,34,30-60k,student,walk-in,20,21.02,2023-11-02
541,F,66,<30k,employed,online,4,6.1,2024-04-26
542,F,34,100k+,employed,referral,16,17.79,2024-03-01
543,M,26,30-60k,employed,online,34,1.03,2024-02-26
544,F,50,60-100k,retired,online,24,3.18,2023-02-28
545,F,45,<30k,student,referral,16,4.19,2024-04-16
546,M,30,<30k,employed,walk-in,39,9.68,2023-07-01
547,M,51,30-60k,retired,online,7,9.45,2024-04-14
548,F,21,100k+,student,online,21,18.06,2023-10-25
549,M,68,<30k,retired,online,8,9.06,2023-08-29
550,M,64,<30k,employed,online,35,3.77,2023-05-06
551,F,58,30-60k,student,online,18,0.94,2023-09-30
552,M,40,<30k,student,online,19,7.75,2024-06-11
553,M,57,<30k,employed,referral,17,2.47,2024-06-18
554,Other,24,30-60k,student,referral,14,2.69,2023-01-10
555,M,34,30-60k,student,walk-in,20,9.41,2024-05-15
556,M,36,30-60k,employed,online,26,4.67,2023-04-07
557,M,62,100k+,employed,walk-in,2,4.06,2024-08-31
558,F,55,30-60k,student,online,15,21.45,2024-11-11
559,F,20,60-100k,unemployed,referral,1,20.84,2023-06-29
560,F,56,60-100k,student,walk-in,21,3.52,2023-07-10
561,F,68,60-100k,unemployed,walk-in,15,6.49,2023-10-11
562,M,63,30-60k,employed,online,7,2.4,2024-05-26
563,F,50,100k+,student,online,38,6.11,2023-12-10
564,M,50,<30k,retired,online,24,11.77,2024-01-03
565,F,28,<30k,employed,online,10,7.03,2023-10-01
566,F,37,100k+,employed,online,29,11.04,2024-07-12
567,F,26,30-60k,employed,online,19,7.49,2024-06-21
568,M,43,30-60k,unemployed,referral,3,13.7,2024-08-10
569,F,20,30-60k,student,online,36,6.8,2023-02-15
570,F,33,<30k,student,online,25,24.42,2023-06-06
571,M,23,60-100k,employed,walk-in,26,3.61,2023-07-18
572,F,62,30-60k,employed,walk-in,26,7.78,2023-05-20
573,Other,50,60-100k,employed,online,26,12.4,2024-07-31
574,M,40,<30k,unemployed,referral,2,11.78,2023-09-25
575,F,53,30-60k,employed,referral,6,4.49,2023-12-22
576,M,29,60-100k,unemployed,online,40,18.34,2023-06-04
577,F,54,60-100k,student,online,3,7.78,2024-06-18
578,F,26,60-100k,employed,online,21,13.55,2024-09-09
579,F,52,30-60k,employed,walk-in,38,12.01,2023-08-26
580,F,27,60-100k,employed,online,1,29.28,2023-04-16
581,F,21,30-60k,employed,online,10,19.75,2024-01-27
582,M,28,60-100k,unemployed,online,8,4.63,2024-04-13
583,F,25,60-100k,employed,walk-in,21,5.92,2023-08-24
584,M,56,100k+,employed,online,26,6.43,2024-10-18
585,F,55,30-60k,employed,referral,6,2.26,2024-03-18
586,F,45,<30k,student,online,27,12.77,2023-06-29
587,M,59,30-60k,employed,online,40,7.83,2024-06-13
588,M,54,<30k,employed,walk-in,18,5.13,2023-03-29
589,F,47,30-60k,employed,walk-in,11,9.59,2024-06-08
590,F,21,60-100k,unemployed,online,23,17.23,2024-12-20
591,M,41,30-60k,employed,online,5,3.18,2024-11-28
592,F,29,100k+,student,walk-in,37,4.61,2023-09-15
593,M,24,100k+,unemployed,online,40,14.4,2024-02-01
594,F,27,60-100k,employed,online,15,13.11,2024-09-30
595,F,45,60-100k,employed,online,21,2.63,2024-02-25
596,Other,38,30-60k,employed,referral,40,5.31,2024-09-26
597,M,21,60-100k,student,online,12,1.89,2024-06-04
598,F,69,30-60k,student,online,34,3.77,2024-09-09
599,F,31,<30k,employed,walk-in,7,16.78,2024-08-08
600,M,32,60-100k,employed,online,10,14.36,2023-01-04
601,F,33,60-100k,retired,online,36,21.6,2024-05-24
602,M,51,60-100k,employed,walk-in,15,20.19,2023-12-02
603,M,22,30-60k,employed,walk-in,17,4.99,2023-06-19
604,F,43,30-60k,unemployed,online,9,7.48,2023-08-03
605,M,41,<30k,student,walk-in,40,9.34,2024-11-19
606,F,33,30-60k,student,online,16,1.0,2024-02-24
607,F,66,<30k,student,online,12,20.08,2023-09-03
608,F,32,60-100k,employed,online,17,18.14,2024-02-06
609,M,53,30-60k,student,online,7,7.72,2023-04-27
610,M,51,60-100k,employed,online,13,7.88,2024-03-19
611,F,38,<30k,student,online,21,4.83,2023-02-18
612,M,22,<30k,employed,online,40,5.92,2024-11-03
613,M,50,30-60k,student,referral,10,7.93,2023-03-12
614,M,38,100k+,employed,referral,20,16.32,2024-06-13
615,M,46,60-100k,student,walk-in,21,9.12,2024-07-05
616,M,62,30-60k,employed,online,34,7.34,2024-08-21
617,F,19,100k+,unemployed,walk-in,20,11.43,2023-10-10
618,M,53,60-100k,employed,referral,7,0.5,2024-12-09
619,M,21,60-100k,employed,walk-in,14,15.06,2023-02-26
620,F,35,30-60k,student,online,17,9.53,2023-12-31
621,F,18,<30k,student,online,32,0.8,2023-05-26
622,F,49,30-60k,student,online,29,6.49,2023-06-11
623,M,35,<30k,employed,walk-in,9,1.72,2023-09-12
624,F,35,<30k,employed,referral,20,13.91,2024-12-18
625,F,40,<30k,employed,online,15,6.39,2023-01-01
626,F,48,30-60k,employed,online,38,8.89,2024-04-07
627,F,34,<30k,unemployed,walk-in,39,23.45,2024-12-10
628,F,62,60-100k,employed,referral,14,6.37,2024-05-29
629,M,27,<30k,employed,online,17,19.49,2024-01-11
630,F,27,30-60k,employed,online,5,2.92,2023-06-01
631,F,20,30-60k,employed,walk-in,35,8.52,2024-09-11
632,M,30,100k+,student,online,17,5.23,2024-08-11
633,M,69,<30k,student,online,3,4.76,2024-03-17
634,Other,22,60-100k,retired,online,12,0.5,2023-12-02
635,F,52,30-60k,employed,walk-in,7,26.18,2023-04-26
636,F,25,<30k,employed,online,6,8.45,2024-04-08
637,M,24,30-60k,employed,online,23,2.32,2023-03-11
638,M,39,60-100k,employed,online,8,27.01,2023-08-27
639,M,35,60-100k,employed,online,31,16.42,2024-08-13
640,M,65,100k+,employed,online,38,0.5,2024-01-10
641,M,56,60-100k,unemployed,online,27,29.69,2024-06-02
642,M,55,30-60k,student,referral,32,4.92,2023-12-15
643,F,68,30-60k,employed,walk-in,29,10.71,2023-04-07
644,Other,28,60-100k,student,referral,2,20.21,2024-11-01
645,M,18,100k+,employed,online,2,20.1,2024-05-06
646,F,27,<30k,employed,online,31,2.2,2023-02-18
647,M,65,30-60k,employed,online,21,17.02,2023-08-18
648,M,43,30-60k,employed,walk-in,1,8.3,2023-06-04
649,F,55,60-100k,student,online,7,10.96,2024-06-16
650,M,38,60-100k,employed,referral,31,11.67,2024-08-28
651,F,46,60-100k,student,online,37,32.84,2024-02-11
652,M,46,<30k,employed,walk-in,14,7.94,2023-08-08
653,F,46,60-100k,employed,online,27,11.92,2024-06-20
654,F,44,100k+,unemployed,online,3,1.6,2024-05-20
655,F,19,<30k,student,referral,20,16.01,2023-07-28
656,M,69,100k+,employed,walk-in,11,12.42,2024-03-24
657,M,27,60-100k,employed,referral,16,2.49,2023-08-31
658,M,33,30-60k,employed,referral,26,5.47,2024-01-29
659,M,51,30-60k,employed,walk-in,39,11.97,2024-08-13
660,M,24,<30k,employed,walk-in,32,6.57,2023-01-01
661,M,52,30-60k,employed,online,25,35.38,2023-11-03
662,M,60,60-100k,student,walk-in,4,5.56,2024-06-17
663,M,53,60-100k,unemployed,online,26,17.37,2023-12-02
664,F,68,60-100k,retired,online,14,3.09,2023-10-24
665,F,54,60-100k,employed,online,14,14.58,2024-01-24
666,F,59,30-60k,retired,referral,9,5.61,2024-07-27
667,F,67,60-100k,employed,walk-in,29,33.63,2023-09-17
668,F,66,60-100k,employed,walk-in,38,5.17,2024-12-08
669,M,50,100k+,retired,walk-in,5,5.05,2024-10-04
670,M,47,<30k,employed,online,4,6.55,2023-05-21
671,F,52,60-100k,employed,online,31,13.95,2024-09-13
672,F,59,60-100k,student,online,25,9.25,2023-10-13
673,M,23,30-60k,employed,online,24,20.73,2024-12-16
674,M,19,<30k,retired,online,36,6.46,2024-07-11
675,F,47,<30k,student,online,8,12.96,2024-12-19
676,M,36,<30k,employed,walk-in,19,3.89,2024-11-12
677,F,58,<30k,student,online,16,10.85,2024-10-06
678,M,22,30-60k,unemployed,walk-in,28,19.42,2023-01-18
679,M,47,100k+,student,walk-in,1,6.01,2023-02-19
680,M,41,30-60k,student,walk-in,17,4.56,2023-07-05
681,F,39,30-60k,employed,referral,14,3.14,2024-08-23
682,F,58,<30k,employed,online,2,9.16,2023-08-14
683,F,51,<30k,employed,online,6,20.19,2023-07-29
684,Other,69,100k+,retired,online,4,2.09,2023-04-01
685,M,46,100k+,employed,online,16,15.57,2024-05-10
686,M,48,<30k,employed,referral,32,17.96,2024-10-25
687,M,55,100k+,employed,referral,14,10.51,2024-08-21
688,M,18,30-60k,retired,online,36,3.82,2023-01-17
689,F,57,30-60k,employed,referral,2,12.55,2024-01-28
690,F,22,<30k,employed,walk-in,33,5.24,2023-06-23
691,M,45,30-60k,employed,online,40,13.92,2024-06-16
692,M,69,30-60k,employed,online,38,9.08,2024-06-20
693,F,49,<30k,employed,referral,1,9.23,2024-01-06
694,F,47,<30k,unemployed,online,3,7.59,2024-04-12
695,F,41,60-100k,student,walk-in,20,3.89,2024-07-04
696,Other,49,60-100k,employed,online,40,8.98,2024-01-19
697,F,49,60-100k,employed,walk-in,22,17.72,2023-05-26
698,F,43,<30k,employed,online,26,4.34,2024-10-24
699,F,32,30-60k,student,referral,17,11.61,2024-11-23
700,F,30,60-100k,employed,online,40,0.69,2024-12-01
701,F,36,<30k,student,online,20,11.06,2024-06-06
702,M,43,<30k,employed,online,7,8.63,2023-01-16
703,F,29,30-60k,unemployed,online,17,8.26,2024-10-26
704,M,45,60-100k,employed,online,39,2.29,2023-04-11
705,M,51,30-60k,employed,referral,7,20.09,2024-09-09
706,M,31,30-60k,employed,online,27,3.87,2023-10-15
707,M,63,30-60k,student,walk-in,8,15.29,2023-02-22
708,M,60,100k+,student,walk-in,36,2.78,2024-02-07
709,M,48,60-100k,employed,referral,26,16.37,2023-08-02
710,F,40,60-100k,employed,online,2,1.89,2024-02-17
711,M,35,<30k,employed,online,35,3.5,2024-02-16
712,F,42,60-100k,student,online,22,12.11,2024-01-07
713,M,67,60-100k,student,online,8,9.63,2024-10-19
714,M,68,30-60k,employed,online,6,8.1,2023-03-08
715,F,29,<30k,employed,walk-in,17,3.41,2023-06-07
716,F,63,30-60k,employed,online,24,8.32,2023-10-07
717,M,57,100k+,unemployed,online,1,9.14,2024-11-04
718,F,59,<30k,retired,online,18,11.97,2023-10-07
719,F,62,60-100k,employed,referral,33,5.84,2024-11-17
720,M,54,60-100k,student,online,39,11.02,2024-04-06
721,M,55,100k+,student,online,7,7.24,2024-01-02
722,M,37,<30k,employed,online,23,8.32,2024-12-01
723,M,51,30-60k,student,walk-in,18,5.9,2024-08-12
724,M,36,100k+,employed,online,10,5.77,2023-05-27
725,F,38,60-100k,retired,referral,19,7.2,2024-04-03
726,F,29,100k+,employed,online,29,9.61,2023-09-15
727,F,19,30-60k,student,referral,8,4.41,2023-08-24
728,F,62,30-60k,student,walk-in,33,2.35,2024-12-09
729,M,25,100k+,employed,online,35,16.7,2023-10-29
730,M,65,30-60k,employed,walk-in,38,2.71,2024-02-25
731,M,57,30-60k,unemployed,referral,33,29.7,2023-01-09
732,M,66,60-100k,unemployed,walk-in,10,10.35,2023-04-25
733,F,18,<30k,employed,online,9,7.61,2024-11-19
734,M,28,30-60k,employed,online,14,12.55,2023-12-26
735,M,21,100k+,unemployed,online,31,18.29,2024-10-08
736,M,28,60-100k,employed,referral,39,12.11,2024-10-01
737,M,56,100k+,retired,walk-in,34,9.38,2024-10-25
738,F,19,30-60k,employed,walk-in,27,11.18,2024-04-07
739,M,59,60-100k,employed,referral,14,14.0,2023-12-29
740,M,30,30-60k,employed,online,39,12.31,2024-04-24
741,F,62,30-60k,student,online,8,22.35,2023-07-23
742,M,44,30-60k,employed,referral,29,5.41,2024-06-11
743,M,36,30-60k,employed,online,29,15.99,2024-08-07
744,M,65,30-60k,retired,walk-in,32,6.06,2023-08-24
745,M,52,30-60k,unemployed,online,5,12.92,2024-01-29
746,F,29,<30k,unemployed,walk-in,23,1.79,2024-11-29
747,F,63,60-100k,employed,walk-in,14,16.16,2023-04-14
748,M,61,60-100k,retired,online,23,11.61,2023-07-31
749,M,61,60-100k,student,referral,35,2.71,2023-02-14
750,F,66,60-100k,unemployed,referral,38,9.86,2023-12-23
751,F,57,30-60k,employed,walk-in,18,21.16,2023-11-16
752,M,23,<30k,employed,online,39,5.45,2023-05-09
753,M,38,<30k,employed,online,17,4.28,2023-11-23
754,M,41,<30k,employed,referral,36,1.46,2023-08-17
755,M,33,100k+,employed,online,29,11.68,2024-06-26
756,F,32,30-60k,student,walk-in,29,5.15,2024-08-15
757,F,36,<30k,employed,referral,11,12.3,2024-07-26
758,M,56,100k+,employed,online,2,2.67,2023-06-14
759,M,47,30-60k,employed,walk-in,6,11.35,2023-04-02
760,F,18,30-60k,unemployed,online,18,13.09,2024-05-23
761,M,39,<30k,employed,walk-in,13,6.23,2024-08-23
762,F,56,<30k,employed,referral,21,7.33,2024-01-22
763,F,50,100k+,student,walk-in,22,5.14,2023-04-01
764,F,22,<30k,student,online,24,15.69,2024-07-13
765,F,29,30-60k,retired,walk-in,21,22.58,2024-03-23
766,F,51,<30k,employed,walk-in,24,4.88,2023-09-06
767,M,23,60-100k,employed,walk-in,25,12.72,2023-02-20
768,M,55,30-60k,employed,walk-in,36,6.18,2024-07-04
769,M,53,<30k,unemployed,walk-in,24,7.21,2023-10-14
770,F,58,30-60k,unemployed,online,31,5.24,2024-09-12
771,F,27,<30k,student,online,15,10.19,2024-01-07
772,M,19,<30k,employed,online,38,9.16,2024-01-11
773,M,19,30-60k,student,online,4,6.91,2024-02-08
774,M,47,30-60k,unemployed,referral,11,10.89,2024-06-21
775,M,55,60-100k,employed,referral,29,16.27,2024-11-28
776,M,59,30-60k,employed,online,14,1.62,2024-03-01
777,F,68,30-60k,unemployed,online,17,4.86,2023-11-04
778,M,39,30-60k,student,referral,19,13.68,2023-04-15
779,M,35,60-100k,student,online,19,10.27,2023-08-27
780,M,22,30-60k,student,referral,37,8.85,2023-11-24
781,M,50,100k+,employed,online,10,5.58,2024-10-05
782,F,30,100k+,employed,online,2,11.26,2024-06-30
783,F,27,100k+,unemployed,online,15,5.12,2023-08-03
784,M,40,100k+,employed,online,34,10.72,2023-03-01
785,M,50,<30k,employed,online,29,15.77,2024-06-03
786,M,65,30-60k,student,online,12,41.25,2023-04-14
787,M,54,30-60k,retired,online,18,22.39,2023-07-07
788,F,27,60-100k,retired,referral,33,0.75,2023-11-13
789,M,37,30-60k,employed,online,28,8.04,2024-01-04
790,M,31,<30k,employed,online,31,9.09,2024-04-01
791,M,38,30-60k,employed,online,31,3.07,2023-02-23
792,F,20,60-100k,employed,walk-in,10,7.9,2023-05-10
793,M,49,<30k,unemployed,online,13,1.74,2023-11-21
794,M,64,<30k,unemployed,online,20,3.4,2023-06-27
795,M,43,30-60k,employed,referral,4,9.64,2023-12-25
796,F,68,<30k,employed,walk-in,30,2.5,2023-06-08
797,M,58,<30k,student,online,2,5.0,2024-10-29
798,M,58,<30k,unemployed,online,8,7.2,2024-11-10
799,F,54,60-100k,employed,online,35,1.24,2023-09-27
800,M,62,60-100k,employed,walk-in,3,19.39,2023-11-06
801,M,57,<30k,employed,online,19,7.79,2023-05-16
802,F,20,60-100k,employed,online,14,7.97,2024-11-07
803,M,37,<30k,employed,online,8,18.55,2024-11-14
804,F,64,60-100k,student,online,20,9.24,2024-05-30
805,F,30,60-100k,student,walk-in,39,16.94,2023-10-02
806,M,66,30-60k,employed,walk-in,10,4.17,2023-05-22
807,F,37,<30k,employed,referral,13,17.19,2023-10-30
808,M,19,<30k,retired,online,12,10.43,2023-06-26
809,F,60,30-60k,employed,referral,12,14.87,2023-09-12
810,M,40,60-100k,employed,walk-in,7,27.13,2024-08-09
811,M,42,30-60k,employed,walk-in,22,16.69,2024-07-11
812,M,40,100k+,employed,referral,15,20.19,2023-10-19
813,F,58,30-60k,student,referral,1,3.27,2024-09-16
814,M,36,30-60k,employed,walk-in,37,10.42,2023-11-25
815,F,56,60-100k,student,online,16,4.68,2023-02-21
816,M,53,60-100k,retired,walk-in,40,4.46,2023-07-15
817,M,53,<30k,student,online,11,7.29,2024-02-06
818,Other,65,30-60k,unemployed,walk-in,25,6.1,2024-05-25
819,M,69,60-100k,student,online,8,8.36,2024-09-08
820,F,40,30-60k,employed,referral,2,11.18,2024-02-04
821,M,64,60-100k,student,online,15,6.81,2024-02-22
822,M,27,<30k,employed,online,4,7.26,2024-12-19
823,M,19,60-100k,employed,walk-in,22,8.5,2023-10-24
824,Other,26,100k+,unemployed,online,10,18.29,2023-10-21
825,M,23,<30k,employed,referral,10,10.57,2023-12-01
826,M,58,<30k,student,online,30,6.86,2024-12-25
827,F,29,60-100k,employed,walk-in,28,7.24,2023-04-19
828,M,61,60-100k,unemployed,online,33,7.29,2024-04-10
829,M,43,30-60k,employed,walk-in,22,6.4,2023-11-09
830,M,48,60-100k,employed,referral,33,37.89,2023-06-12
831,F,49,<30k,employed,walk-in,19,3.38,2023-04-28
832,F,32,60-100k,employed,online,9,23.5,2024-08-26
833,F,68,60-100k,employed,referral,6,12.52,2023-07-05
834,M,30,60-100k,employed,referral,19,5.07,2023-09-30
835,Other,62,60-100k,student,online,31,29.93,2023-03-30
836,F,43,100k+,employed,walk-in,1,11.6,2024-11-07
837,F,25,30-60k,student,walk-in,39,5.67,2023-11-30
838,F,36,<30k,employed,online,31,13.14,2023-01-23
839,M,57,100k+,student,online,5,7.62,2023-09-01
840,M,64,100k+,employed,online,26,7.67,2024-09-06
841,M,26,100k+,employed,online,14,12.95,2023-01-02
842,F,65,<30k,employed,online,38,8.14,2023-03-06
843,F,46,30-60k,student,referral,11,4.64,2024-07-27
844,M,64,100k+,retired,walk-in,11,12.56,2024-07-21
845,F,54,<30k,employed,online,5,3.28,2023-10-15
846,F,24,<30k,employed,walk-in,21,9.78,2023-02-07
847,M,30,<30k,unemployed,online,30,6.36,2023-02-17
848,M,64,30-60k,employed,referral,6,8.22,2024-10-04
849,M,60,30-60k,unemployed,online,36,3.49,2024-07-14
850,M,37,30-60k,student,online,17,1.09,2023-08-18
851,F,33,60-100k,employed,referral,22,10.11,2024-01-17
852,F,32,<30k,employed,online,31,10.48,2023-08-25
853,M,63,100k+,student,referral,25,2.44,2023-04-22
854,F,34,30-60k,employed,online,22,17.6,2024-09-16
855,M,33,30-60k,employed,walk-in,17,13.66,2024-10-23
856,F,45,30-60k,employed,referral,17,4.53,2024-04-03
